war_id,war_name,side,bucket,low,high,notes
greco_turkish_war,Greco-Turkish War and population exchange,Turkish National Movement / Ankara Government,deaths_from_actions:death_marches,10000,11000,"Samsun deportations are summarized as 21,000 deported and about 10,000 dead; ICRC article states that violence in Pontus killed an estimated 11,000 people. These may overlap."
greco_turkish_war,Greco-Turkish War and population exchange,Turkish National Movement / Ankara Government,deaths_from_actions:ethnic_cleansing,,,"The 1923 Lausanne Convention made the exchange compulsory from 1 May 1923. ICRC summarizes the exchange as involving roughly 1.5 million people. This is displacement rather than a death toll, but it was the institutional endpoint of wartime ethnic cleansing."
rif_war,Rif War,Spanish colonial forces,military_killed,13192,29000,"Low is the official Spanish death toll for Annual and the subsequent rout to Melilla, including Moroccan colonial troops serving Spain. High uses the COW state-side battle-death figure as an upper-bound indicator, but this may include or overlap French state-side losses and is not a clean Spanish-on"
rif_war,Rif War,Spanish colonial forces,civilians_killed_directly,,,Civilian deaths caused directly by Spanish forces were not systematically counted; available sources emphasize that civilian deaths were likely underestimated or omitted.
rif_war,Rif War,Spanish colonial forces,deaths_from_actions:blockade,,,"Spanish policy included blockades and destruction of resources, but starvation/disease deaths are unquantified."
rif_war,Rif War,Spanish colonial forces,deaths_from_actions:chemical_weapons_long_term_health_effects,,,"Local and NGO claims link later cancer and malformations to mustard-gas exposure, but no independent international scientific study provides a reliable death toll."
rif_war,Rif War,Spanish colonial forces,deaths_from_actions:destruction_of_food_infrastructure,,,"Operations affected livestock, markets, agricultural land, dwellings, and harvests; indirect deaths are not quantified."
rif_war,Rif War,French colonial forces,military_killed,8628,18000,"The 8,628 figure is a commonly cited final French deaths-from-battle-and-disease total. A French-language summary gives 10,000 French dead, while the ICRC review reports that some sources suggest 18,000 French troops died but warns that these figures should be treated with caution."
rif_war,Rif War,French colonial forces,civilians_killed_directly,,,French direct civilian killing is well supported qualitatively but not numerically.
rif_war,Rif War,French colonial forces,deaths_from_actions:blockade,,,"French participation in blockade and counter-insurgency pressure likely produced indirect deaths, but no credible numerical estimate was found."
rif_war,Rif War,French colonial forces,deaths_from_actions:destruction_of_food_infrastructure,,,"Military operations affected food production infrastructure, but deaths from starvation, disease, or displacement cannot be quantified from available sources."
rif_war,Rif War,French colonial forces,deaths_from_actions:chemical_weapons,,,"French chemical warfare in 1925 is documented, but no reliable death toll is available."
rif_war,Rif War,Republic of the Rif / Riffian tribal forces,military_killed,10000,40000,"Low is the nearly 10,000 Riffian dead reported in a review of Schiavon's study. COW gives 40,000 non-state battle-related combatant fatalities. The ICRC review cites some sources giving 30,000 Riffian troop deaths but warns that such figures are uncertain."
rif_war,Rif War,Republic of the Rif / Riffian tribal forces,civilians_killed_directly,,,No responsible estimate was found for civilians directly killed by Riffian forces. The better documented Riffian atrocities involved captured Spanish soldiers and prisoners of war rather than civilians.
rif_war,Rif War,Republic of the Rif / Riffian tribal forces,deaths_from_actions:captivity,224,224,"In one documented prisoner group, 550 Spanish prisoners were repatriated in 1923 and only 326 returned; the remainder died of hunger or were executed. This overlaps with Spanish military deaths and should not be added to the grand total."
rif_war,Rif War,Republic of the Rif / Riffian tribal forces,deaths_from_actions:execution_of_prisoners,10000,14000,"The ICRC review reports that on several occasions, including Annual, Mont Aroui/Monte Arruit, and Nador, Spanish troops were executed and mutilated, with deaths estimated at 10,000-14,000. This likely overlaps heavily with the official Annual/rout military death toll."
irish_war_of_independence_civil_war,Irish War of Independence and Civil War,Irish republican / anti-Treaty side,military_killed,929,1050,Low combines 491 IRA Volunteers killed in O'Halpin/Ó Corráin-derived War of Independence figures and 438 anti-Treaty fatalities in the UCC Civil War project. High allows for other summaries giving about 550 IRA dead in the War of Independence and roughly 500 anti-Treaty IRA dead in older Civil War e
irish_war_of_independence_civil_war,Irish War of Independence and Civil War,Irish republican / anti-Treaty side,civilians_killed_directly,300,,The low value is a documented minimum: 281 IRA-attributed non-combatant deaths to 1921 plus at least 19 clearly documented 1922 civilian massacre victims. The national high is unknown because Civil War and Belfast/partition civilian deaths are not fully attributed in accessible aggregate sources.
irish_war_of_independence_civil_war,Irish War of Independence and Civil War,British Crown / unionist / loyalist side,military_killed,940,1020,"Low uses 413 British military and 523 police deaths in O'Halpin/Ó Corráin-derived figures to the end of 1921, plus four Crown-force deaths in UCC's Civil War period. High allows for additional British Army, serving RIC, retired RIC, and USC deaths in wider 1922 partition/Civil War contexts."
irish_war_of_independence_civil_war,Irish War of Independence and Civil War,British Crown / unionist / loyalist side,civilians_killed_directly,381,617,"Low is the Crown-force-attributed non-combatant count in the O'Halpin/Ó Corráin-derived synthesis. High of 617 represents adding all 236 uncertain 1917–21 civilian deaths to the Crown-force figure, but this is an uncertainty bound rather than a claim that all uncertain deaths were Crown-caused. Addi"
irish_war_of_independence_civil_war,Irish War of Independence and Civil War,Pro-Treaty Irish Free State / National Army side,military_killed,637,800,"UCC identifies 648 pro-Treaty fatalities in the Free State Civil War period. Other UCC-derived summaries give 637, while older estimates ranged from about 540 to 800 National Army deaths."
irish_war_of_independence_civil_war,Irish War of Independence and Civil War,Pro-Treaty Irish Free State / National Army side,civilians_killed_directly,,,"Pro-Treaty forces directly caused some civilian deaths, especially through fighting in Dublin, checkpoint shootings, and security operations, but a defensible national perpetrator total is not available in the public aggregate sources consulted."
chaco_war,Chaco War,Bolivia,military_killed,50000,65000,"All-cause military deaths while serving. Responsible sources give more than 50,000 Bolivian deaths, 50,000, 52,397, about 60,000, and up to 65,000. Causes include combat, wounds, disease, dehydration, exposure, snakebite, and deaths in captivity. POW deaths in Paraguayan captivity are treated as a s"
chaco_war,Chaco War,Bolivia,civilians_killed_directly,0,,"No reliable aggregate estimate found for civilians directly killed by Bolivian forces. The war zone was sparsely settled but not empty; Indigenous and civilian disruption is documented, but side-attributed direct civilian death figures are not responsibly quantifiable from the sources consulted."
chaco_war,Chaco War,Paraguay,military_killed,30000,40000,"All-cause military deaths while serving. Common estimates include 30,000 Paraguayan dead, 31,500 dead and missing, about 36,000, and 40,000. Causes include combat, wounds, disease, dehydration, exposure, and other service-related causes."
chaco_war,Chaco War,Paraguay,civilians_killed_directly,0,,"No reliable aggregate estimate found for civilians directly killed by Paraguayan forces. Sources document civilian capture, Indigenous disruption, epidemics, and forced migration, but not a clean direct-civilian-killing total by Paraguayan forces."
chaco_war,Chaco War,Paraguay,deaths_from_actions:captivity,1097,3000,"Captain Dent Sharp / Chaco Peace Conference materials listed 1,097 Bolivian POWs as having died in captivity; the author of Politics of the Chaco Peace Conference reasoned that perhaps about 3,000 Bolivians died in Paraguayan detention camps. These are military POW deaths and are treated as part of "
